age,d18O,Ca2
22000,-42.54,246.38
22020,-42.54,246.38
22020,-41.86,310.57
22040,-41.86,310.57
22040,-40.54,225.45
22060,-40.54,225.45
22060,-43.26,251.43
22080,-43.26,251.43
22080,-41.02,244.28
22100,-41.02,244.28
22100,-43.26,280.82
22120,-43.26,280.82
22120,-42.05,293.32
22140,-42.05,293.32
22140,-40.97,277.07
22160,-40.97,277.07
22160,-42.19,309.79
22180,-42.19,309.79
22180,-41.52,242.27
22200,-41.52,242.27
22200,-41.53,298.09
22220,-41.53,298.09
22220,-41.17,248.2
22240,-41.17,248.2
22240,-41.42,257.38
22260,-41.42,257.38
22260,-42.33,312.19
22280,-42.33,312.19
22280,-42.38,293.89
22300,-42.38,293.89
22300,-43.06,305.62
22320,-43.06,305.62
22320,-42.69,301.34
22340,-42.69,301.34
22340,-41.02,277.49
22360,-41.02,277.49
22360,-43.71,326.3
22380,-43.71,326.3
22380,-42.42,321.56
22400,-42.42,321.56
22400,-43.49,220.35
22420,-43.49,220.35
22420,-42.29,224.32
22440,-42.29,224.32
22440,-42.53,242.62
22460,-42.53,242.62
22460,-41.86,217.86
22480,-41.86,217.86
22480,-42.02,264.22
22500,-42.02,264.22
22500,-43.96,310.45
22520,-43.96,310.45
22520,-42.99,234.69
22540,-42.99,234.69
22540,-42.83,251.66
22560,-42.83,251.66
22560,-42.07,194.5
22580,-42.07,194.5
22580,-42.32,232.36
22600,-42.32,232.36
22600,-41.67,279.66
22620,-41.67,279.66
22620,-42.78,316.61
22640,-42.78,316.61
22640,-42.93,250.3
22660,-42.93,250.3
22660,-43.01,266.9
22680,-43.01,266.9
22680,-43.31,293.58
22700,-43.31,293.58
22700,-42.74,234.39
22720,-42.74,234.39
22720,-40.55,154.84
22740,-40.55,154.84
22740,-40.84,244.63
22760,-40.84,244.63
22760,-40.19,208.03
22780,-40.19,208.03
22780,-42.56,245.13
22800,-42.56,245.13
22800,-41.28,243.98
22820,-41.28,243.98
22820,-42.2,260.78
22840,-42.2,260.78
22840,-41.83,238.6
22860,-41.83,238.6
22860,-43.67,289.9
22880,-43.67,289.9
22880,-42.34,282.02
22900,-42.34,282.02
22900,-41.06,127.94
22920,-41.06,127.94
22920,-42.01,123.82
22940,-42.01,123.82
22940,-40.34,116.14
22960,-40.34,116.14
22960,-41.33,129.06
22980,-41.33,129.06
22980,-41.81,153.8
23000,-41.81,153.8
23000,-42.79,172.09
23020,-42.79,172.09
23020,-42.05,219.16
23040,-42.05,219.16
23040,-41.94,234.48
23060,-41.94,234.48
23060,-42.19,241.79
23080,-42.19,241.79
23080,-43.6,283.42
23100,-43.6,283.42
23100,-43.03,285.93
23120,-43.03,285.93
23120,-42.07,240.59
23140,-42.07,240.59
23140,-41.83,250.91
23160,-41.83,250.91
23160,-42.81,310.08
23180,-42.81,310.08
23180,-41.45,246.98
23200,-41.45,246.98
23200,-41.18,194.07
23220,-41.18,194.07
23220,-41.92,141.01
23240,-41.92,141.01
23240,-41.21,121.58
23260,-41.21,121.58
23260,-40.32,102.02
23280,-40.32,102.02
23280,-39.12,85.14
23300,-39.12,85.14
23300,-40.34,57.89
23320,-40.34,57.89
23320,-40.04,88.93
23340,-40.04,88.93
23340,-41.22,128.44
23360,-41.22,128.44
23360,-42.47,212.79
23380,-42.47,212.79
23380,-42.81,346.65
23400,-42.81,346.65
23400,-44.36,381.15
23420,-44.36,381.15
23420,-42.78,457.74
23440,-42.78,457.74
23440,-42.4,457.54
23460,-42.4,457.54
23460,-41.89,555.91
23480,-41.89,555.91
23480,-42.04,699.81
23500,-42.04,699.81
23500,-44.65,547.61
23520,-44.65,547.61
23520,-44.09,636.81
23540,-44.09,636.81
23540,-44.64,568.82
23560,-44.64,568.82
23560,-44.25,687.73
23580,-44.25,687.73
23580,-41.78,631.04
23600,-41.78,631.04
23600,-44.73,804.93
23620,-44.73,804.93
23620,-44.65,545.37
23640,-44.65,545.37
23640,-42.84,488.45
23660,-42.84,488.45
23660,-43.09,631.41
23680,-43.09,631.41
23680,-44.57,626.96
23700,-44.57,626.96
23700,-45.3,573.23
23720,-45.3,573.23
23720,-43.42,596.38
23740,-43.42,596.38
23740,-41.53,492.55
23760,-41.53,492.55
23760,-44.11,649.71
23780,-44.11,649.71
23780,-43.96,586.77
23800,-43.96,586.77
23800,-43.87,891.55
23820,-43.87,891.55
23820,-44.11,733.98
23840,-44.11,733.98
23840,-44.13,747.83
23860,-44.13,747.83
23860,-43.67,641.85
23880,-43.67,641.85
23880,-43.1,544.4
23900,-43.1,544.4
23900,-43.53,645.31
23920,-43.53,645.31
23920,-42.94,602.82
23940,-42.94,602.82
23940,-44.46,690.55
23960,-44.46,690.55
23960,-43.85,653.4
23980,-43.85,653.4
23980,-40.94,584.07
24000,-40.94,584.07
24000,-42.66,696.88
24020,-42.66,696.88
24020,-42.51,687.36
24040,-42.51,687.36
24040,-44.05,755.62
24060,-44.05,755.62
24060,-44.08,761.73
24080,-44.08,761.73
24080,-44.24,758.85
24100,-44.24,758.85
24100,-42.93,806.52
24120,-42.93,806.52
24120,-44.3,821.92
24140,-44.3,821.92
24140,-43.07,532.17
24160,-43.07,532.17
24160,-44.16,422.44
24180,-44.16,422.44
24180,-42.3,315.02
24200,-42.3,315.02
24200,-44.34,396.19
24220,-44.34,396.19
24220,-44.51,419.66
24240,-44.51,419.66
24240,-44.34,396.82
24260,-44.34,396.82
24260,-43.58,421.52
24280,-43.58,421.52
24280,-43.91,341.93
24300,-43.91,341.93
24300,-41.79,229.99
24320,-41.79,229.99
24320,-43.6,340.83
24340,-43.6,340.83
24340,-43.14,338.33
24360,-43.14,338.33
24360,-44.07,504.79
24380,-44.07,504.79
24380,-43.9,466.4
24400,-43.9,466.4
24400,-44.28,414.18
24420,-44.28,414.18
24420,-42.27,359.72
24440,-42.27,359.72
24440,-42.04,397.38
24460,-42.04,397.38
24460,-44.64,379.6
24480,-44.64,379.6
24480,-43,362.78
24500,-43,362.78
24500,-42.92,287.43
24520,-42.92,287.43
24520,-43.7,295.85
24540,-43.7,295.85
24540,-43.76,313.44
24560,-43.76,313.44
24560,-42.73,317.74
24580,-42.73,317.74
24580,-42.03,274.06
24600,-42.03,274.06
24600,-43.28,283.13
24620,-43.28,283.13
24620,-42.79,352.43
24640,-42.79,352.43
24640,-45.8,398.78
24660,-45.8,398.78
24660,-43.65,459.98
24680,-43.65,459.98
24680,-44.8,412.58
24700,-44.8,412.58
24700,-42.5,447.66
24720,-42.5,447.66
24720,-42.73,541.73
24740,-42.73,541.73
24740,-43.04,435.03
24760,-43.04,435.03
24760,-44.32,527.95
24780,-44.32,527.95
24780,-43.24,493.99
24800,-43.24,493.99
24800,-45.26,479.91
24820,-45.26,479.91
24820,-44.3,500.08
24840,-44.3,500.08
24840,-43.68,346.02
24860,-43.68,346.02
24860,-44.13,365.51
24880,-44.13,365.51
24880,-44.93,467.49
24900,-44.93,467.49
24900,-44.74,483.49
24920,-44.74,483.49
24920,-43.4,385.26
24940,-43.4,385.26
24940,-41.88,321.54
24960,-41.88,321.54
24960,-43.22,388.75
24980,-43.22,388.75
24980,-42.68,295.64
25000,-42.68,295.64
25000,-42.41,233.31
25020,-42.41,233.31
25020,-43.53,232.15
25040,-43.53,232.15
25040,-42.74,298.33
25060,-42.74,298.33
25060,-43.65,354.92
25080,-43.65,354.92
25080,-44.33,291.82
25100,-44.33,291.82
25100,-44.11,333.66
25120,-44.11,333.66
25120,-44.38,419.29
25140,-44.38,419.29
25140,-43.04,495.73
25160,-43.04,495.73
25160,-42.76,565.29
25180,-42.76,565.29
25180,-43.1,619.67
25200,-43.1,619.67
25200,-43.41,561.78
25220,-43.41,561.78
25220,-42.34,577.42
25240,-42.34,577.42
25240,-44.12,714.46
25260,-44.12,714.46
25260,-43.08,551.3
25280,-43.08,551.3
25280,-43.9,578.6
25300,-43.9,578.6
25300,-43.12,604.69
25320,-43.12,604.69
25320,-44.02,582.16
25340,-44.02,582.16
25340,-43.42,600.56
25360,-43.42,600.56
25360,-42.19,620.3
25380,-42.19,620.3
25380,-43.48,606.83
25400,-43.48,606.83
25400,-43.68,548.64
25420,-43.68,548.64
25420,-45.1,673.34
25440,-45.1,673.34
25440,-44.38,652.46
25460,-44.38,652.46
25460,-45.3,605.19
25480,-45.3,605.19
25480,-44.09,746
25500,-44.09,746
25500,-42.36,810.32
25520,-42.36,810.32
25520,-41.35,525.64
25540,-41.35,525.64
25540,-42.66,625.33
25560,-42.66,625.33
25560,-44.98,677.14
25580,-44.98,677.14
25580,-43.59,673.14
25600,-43.59,673.14
25600,-43.19,643.35
25620,-43.19,643.35
25620,-43,711.58
25640,-43,711.58
25640,-44.92,712.52
25660,-44.92,712.52
25660,-44.5,853.87
25680,-44.5,853.87
25680,-46.12,720.96
25700,-46.12,720.96
25700,-43.73,785.97
25720,-43.73,785.97
25720,-43.9,845.09
25740,-43.9,845.09
25740,-45.21,799.78
25760,-45.21,799.78
25760,-43.34,766.28
25780,-43.34,766.28
25780,-43.44,748.53
25800,-43.44,748.53
25800,-44.17,990.03
25820,-44.17,990.03
25820,-43.92,817.11
25840,-43.92,817.11
25840,-45.14,822.82
25860,-45.14,822.82
25860,-44.36,656.35
25880,-44.36,656.35
25880,-44.57,662.86
25900,-44.57,662.86
25900,-44.52,678.31
25920,-44.52,678.31
25920,-42.57,610.12
25940,-42.57,610.12
25940,-43.2,608.04
25960,-43.2,608.04
25960,-44.37,527.71
25980,-44.37,527.71
25980,-42.56,370.68
26000,-42.56,370.68
26000,-44.15,438.58
26020,-44.15,438.58
26020,-45.66,457.64
26040,-45.66,457.64
26040,-43.4,314.4
26060,-43.4,314.4
26060,-42.39,327.6
26080,-42.39,327.6
26080,-43.76,401.59
26100,-43.76,401.59
26100,-41.94,368.18
26120,-41.94,368.18
26120,-44.1,406.73
26140,-44.1,406.73
26140,-42.57,272.65
26160,-42.57,272.65
26160,-42.44,309.94
26180,-42.44,309.94
26180,-41.67,260.1
26200,-41.67,260.1
26200,-43.09,278.52
26220,-43.09,278.52
26220,-42.25,222.01
26240,-42.25,222.01
26240,-44.11,252.85
26260,-44.11,252.85
26260,-43.25,259.36
26280,-43.25,259.36
26280,-42.89,300.74
26300,-42.89,300.74
26300,-43.2,271.88
26320,-43.2,271.88
26320,-42.2,264.64
26340,-42.2,264.64
26340,-42.78,311.6
26360,-42.78,311.6
26360,-42.85,325.87
26380,-42.85,325.87
26380,-41.77,353.84
26400,-41.77,353.84
26400,-42.73,349.88
26420,-42.73,349.88
26420,-42.86,341.7
26440,-42.86,341.7
26440,-43.39,317.71
26460,-43.39,317.71
26460,-43.25,385.97
26480,-43.25,385.97
26480,-42.72,346.7
26500,-42.72,346.7
26500,-44.74,313.26
26520,-44.74,313.26
26520,-44.45,382.98
26540,-44.45,382.98
26540,-46.5,394.59
26560,-46.5,394.59
26560,-45.56,365.29
26580,-45.56,365.29
26580,-43.3,306.24
26600,-43.3,306.24
26600,-43.21,258.98
26620,-43.21,258.98
26620,-44.21,281.32
26640,-44.21,281.32
26640,-43.05,235.05
26660,-43.05,235.05
26660,-43.1,314.06
26680,-43.1,314.06
26680,-43.61,441.42
26700,-43.61,441.42
26700,-43.11,325.35
26720,-43.11,325.35
26720,-43.5,271.5
26740,-43.5,271.5
26740,-44.52,267.89
26760,-44.52,267.89
26760,-43.8,292.92
26780,-43.8,292.92
26780,-44.37,357.01
26800,-44.37,357.01
26800,-44.73,309.85
26820,-44.73,309.85
26820,-42.88,420.3
26840,-42.88,420.3
26840,-42.8,303.17
26860,-42.8,303.17
26860,-44.66,345.75
26880,-44.66,345.75
26880,-43.47,321.89
26900,-43.47,321.89
26900,-43.15,340.47
26920,-43.15,340.47
26920,-44.22,388.31
26940,-44.22,388.31
26940,-43.1,240.66
26960,-43.1,240.66
26960,-41.78,245.68
26980,-41.78,245.68
26980,-43.71,262.4
27000,-43.71,262.4
27000,-43.48,268.25
27020,-43.48,268.25
27020,-43.97,195.46
27040,-43.97,195.46
27040,-44.57,254.94
27060,-44.57,254.94
27060,-43.98,179.69
27080,-43.98,179.69
27080,-42.83,226.58
27100,-42.83,226.58
27100,-42.44,210.55
27120,-42.44,210.55
27120,-41.3,184.23
27140,-41.3,184.23
27140,-44.38,215.23
27160,-44.38,215.23
27160,-41.79,185.87
27180,-41.79,185.87
27180,-43.28,216.73
27200,-43.28,216.73
27200,-43.38,182.09
27220,-43.38,182.09
27220,-43.18,207.9
27240,-43.18,207.9
27240,-43.21,198.72
27260,-43.21,198.72
27260,-43.05,206.45
27280,-43.05,206.45
27280,-43.45,300.68
27300,-43.45,300.68
27300,-43.11,240.65
27320,-43.11,240.65
27320,-44.59,290.58
27340,-44.59,290.58
27340,-43.25,269.52
27360,-43.25,269.52
27360,-44.38,271.16
27380,-44.38,271.16
27380,-43.68,224.62
27400,-43.68,224.62
27400,-44.85,339.29
27420,-44.85,339.29
27420,-44.91,257.4
27440,-44.91,257.4
27440,-43.94,278.03
27460,-43.94,278.03
27460,-44.48,285.57
27480,-44.48,285.57
27480,-42.94,227.49
27500,-42.94,227.49
27500,-42.51,245.15
27520,-42.51,245.15
27520,-43.02,163.11
27540,-43.02,163.11
27540,-41.7,136.94
27560,-41.7,136.94
27560,-41.07,118.08
27580,-41.07,118.08
27580,-40.94,104.43
27600,-40.94,104.43
27600,-40.98,61.43
27620,-40.98,61.43
27620,-39.39,55.56
27640,-39.39,55.56
27640,-39.42,57.03
27660,-39.42,57.03
27660,-40.29,64.72
27680,-40.29,64.72
27680,-40.41,55.46
27700,-40.41,55.46
27700,-38.85,56.03
27720,-38.85,56.03
27720,-38.22,59.46
27740,-38.22,59.46
27740,-38.37,55.96
27760,-38.37,55.96
27760,-39.45,74.08
27780,-39.45,74.08
27780,-43.78,240
27800,-43.78,240
27800,-43.25,352.91
27820,-43.25,352.91
27820,-44.26,314.03
27840,-44.26,314.03
27840,-44.15,289.03
27860,-44.15,289.03
27860,-41.96,289.28
27880,-41.96,289.28
27880,-44.89,336.94
27900,-44.89,336.94
27900,-44.57,338.18
27920,-44.57,338.18
27920,-43.21,341.71
27940,-43.21,341.71
27940,-43.7,401.94
27960,-43.7,401.94
27960,-43.84,370.01
27980,-43.84,370.01
27980,-44.04,342.09
28000,-44.04,342.09
28000,-45,382.54
28020,-45,382.54
28020,-44.93,375.15
28040,-44.93,375.15
28040,-44.03,354.97
28060,-44.03,354.97
28060,-44.76,426.47
28080,-44.76,426.47
28080,-44.96,425.77
28100,-44.96,425.77
28100,-43.75,446.39
28120,-43.75,446.39
28120,-43.95,471.92
28140,-43.95,471.92
28140,-43.11,385.45
28160,-43.11,385.45
28160,-46.31,411.12
28180,-46.31,411.12
28180,-43.66,380.88
28200,-43.66,380.88
28200,-43.62,323.52
28220,-43.62,323.52
28220,-44.79,408.3
28240,-44.79,408.3
28240,-44.6,429.68
28260,-44.6,429.68
28260,-44.88,429.87
28280,-44.88,429.87
28280,-43.68,447.5
28300,-43.68,447.5
28300,-42.03,352.81
28320,-42.03,352.81
28320,-45.59,414.92
28340,-45.59,414.92
28340,-44.61,524.22
28360,-44.61,524.22
28360,-42.72,384.02
28380,-42.72,384.02
28380,-44.88,567.91
28400,-44.88,567.91
28400,-42.91,446.74
28420,-42.91,446.74
28420,-43.39,408.85
28440,-43.39,408.85
28440,-44.07,422.61
28460,-44.07,422.61
28460,-44.38,449.03
28480,-44.38,449.03
28480,-45.04,318.56
28500,-45.04,318.56
28500,-43.32,301.24
28520,-43.32,301.24
28520,-42.39,266.51
28540,-42.39,266.51
28540,-43.94,266.48
28560,-43.94,266.48
28560,-43.12,242.91
28580,-43.12,242.91
28580,-42.97,217.26
28600,-42.97,217.26
28600,-40.9,102.55
28620,-40.9,102.55
28620,-40.74,84.06
28640,-40.74,84.06
28640,-40.53,81.31
28660,-40.53,81.31
28660,-40.22,75.7
28680,-40.22,75.7
28680,-40.16,60.49
28700,-40.16,60.49
28700,-41.11,71.17
28720,-41.11,71.17
28720,-40.13,60.86
28740,-40.13,60.86
28740,-40.79,63.64
28760,-40.79,63.64
28760,-40.48,60.31
28780,-40.48,60.31
28780,-38.61,63.79
28800,-38.61,63.79
28800,-39.1,68.87
28820,-39.1,68.87
28820,-39.6,60.19
28840,-39.6,60.19
28840,-40.05,67.34
28860,-40.05,67.34
28860,-40.01,61.66
28880,-40.01,61.66
28880,-42.08,166.54
28900,-42.08,166.54
28900,-43.87,270.08
28920,-43.87,270.08
28920,-43.58,324.92
28940,-43.58,324.92
28940,-43.09,345.92
28960,-43.09,345.92
28960,-43.32,277.84
28980,-43.32,277.84
28980,-45.33,335
29000,-45.33,335
29000,-44.61,458.63
29020,-44.61,458.63
29020,-43.98,350.55
29040,-43.98,350.55
29040,-43.39,348.5
29060,-43.39,348.5
29060,-43.78,378.55
29080,-43.78,378.55
29080,-45.14,484.42
29100,-45.14,484.42
29100,-43.98,381.37
29120,-43.98,381.37
29120,-44.81,435.16
29140,-44.81,435.16
29140,-42.94,382.06
29160,-42.94,382.06
29160,-43.79,332.51
29180,-43.79,332.51
29180,-45.29,392.68
29200,-45.29,392.68
29200,-43.8,351.8
29220,-43.8,351.8
29220,-42.9,391.24
29240,-42.9,391.24
29240,-45.85,538.5
29260,-45.85,538.5
29260,-44.03,516.53
29280,-44.03,516.53
29280,-43.68,359.59
29300,-43.68,359.59
29300,-44.5,472.19
29320,-44.5,472.19
29320,-42.81,422.78
29340,-42.81,422.78
29340,-44.93,511.62
29360,-44.93,511.62
29360,-43.82,419.87
29380,-43.82,419.87
29380,-43.21,640.73
29400,-43.21,640.73
29400,-43.34,458.56
29420,-43.34,458.56
29420,-43.94,374.27
29440,-43.94,374.27
29440,-45.35,563.64
29460,-45.35,563.64
29460,-44.65,451.66
29480,-44.65,451.66
29480,-43.91,456.39
29500,-43.91,456.39
29500,-46.39,550.63
29520,-46.39,550.63
29520,-44.44,463.67
29540,-44.44,463.67
29540,-44.04,594.43
29560,-44.04,594.43
29560,-44.63,478.19
29580,-44.63,478.19
29580,-45.87,556.48
29600,-45.87,556.48
29600,-46.16,560.51
29620,-46.16,560.51
29620,-44.51,482.56
29640,-44.51,482.56
29640,-42.96,473.66
29660,-42.96,473.66
29660,-44.89,753.53
29680,-44.89,753.53
29680,-46.45,680.88
29700,-46.45,680.88
29700,-44.22,505.32
29720,-44.22,505.32
29720,-46.14,717.62
29740,-46.14,717.62
29740,-44.55,467.21
29760,-44.55,467.21
29760,-44.43,485.47
29780,-44.43,485.47
29780,-43.55,422.07
29800,-43.55,422.07
29800,-44.04,548.16
29820,-44.04,548.16
29820,-45.21,593.74
29840,-45.21,593.74
29840,-44.52,505.71
29860,-44.52,505.71
29860,-43.73,659.42
29880,-43.73,659.42
29880,-44.72,441.03
29900,-44.72,441.03
29900,-44.45,604.04
29920,-44.45,604.04
29920,-43.72,472.35
29940,-43.72,472.35
29940,-44.62,556.32
29960,-44.62,556.32
29960,-44.09,545.56
29980,-44.09,545.56
29980,-43,469.97
30000,-43,469.97
30000,-43.66,439.79
30020,-43.66,439.79
30020,-45.51,529.38
30040,-45.51,529.38
30040,-45.7,506.49
30060,-45.7,506.49
30060,-43.86,496.7
30080,-43.86,496.7
30080,-44.95,522.02
30100,-44.95,522.02
30100,-46.24,459.23
30120,-46.24,459.23
30120,-44.2,464.98
30140,-44.2,464.98
30140,-45.05,578.77
30160,-45.05,578.77
30160,-44.58,557.09
30180,-44.58,557.09
30180,-43.05,540.53
30200,-43.05,540.53
30200,-45.43,644.63
30220,-45.43,644.63
30220,-44.56,554.23
30240,-44.56,554.23
30240,-44.62,581.83
30260,-44.62,581.83
30260,-45.28,504.8
30280,-45.28,504.8
30280,-44.75,600.91
30300,-44.75,600.91
30300,-44.93,779.47
30320,-44.93,779.47
30320,-43.43,418.67
30340,-43.43,418.67
30340,-44.32,497.27
30360,-44.32,497.27
30360,-42.25,510.03
30380,-42.25,510.03
30380,-43.93,551.22
30400,-43.93,551.22
30400,-44.75,486.7
30420,-44.75,486.7
30420,-44.93,461.02
30440,-44.93,461.02
30440,-45.23,387.05
30460,-45.23,387.05
30460,-44.74,308.28
30480,-44.74,308.28
30480,-43.98,296.52
30500,-43.98,296.52
30500,-43.49,457.99
30520,-43.49,457.99
30520,-43.46,394.39
30540,-43.46,394.39
30540,-44.24,352.94
30560,-44.24,352.94
30560,-42.68,299.95
30580,-42.68,299.95
30580,-44.23,323
30600,-44.23,323
30600,-43.3,213.37
30620,-43.3,213.37
30620,-43.8,205.49
30640,-43.8,205.49
30640,-41.6,149.65
30660,-41.6,149.65
30660,-42.42,162.07
30680,-42.42,162.07
30680,-43.38,141.46
30700,-43.38,141.46
30700,-42.22,106.78
30720,-42.22,106.78
30720,-42.71,123.64
30740,-42.71,123.64
30740,-42.04,102.04
30760,-42.04,102.04
30760,-42.01,141.16
30780,-42.01,141.16
30780,-44.02,164.37
30800,-44.02,164.37
30800,-45.06,212.8
30820,-45.06,212.8
30820,-42.83,219.4
30840,-42.83,219.4
30840,-43.9,297.96
30860,-43.9,297.96
30860,-42.45,367.6
30880,-42.45,367.6
30880,-43.22,278.71
30900,-43.22,278.71
30900,-43.72,260.82
30920,-43.72,260.82
30920,-44.76,287.31
30940,-44.76,287.31
30940,-45.4,390.14
30960,-45.4,390.14
30960,-43.45,377.86
30980,-43.45,377.86
30980,-44.38,391.09
31000,-44.38,391.09
31000,-42.98,319.94
31020,-42.98,319.94
31020,-44.92,370.32
31040,-44.92,370.32
31040,-41.76,400.97
31060,-41.76,400.97
31060,-44.26,406.49
31080,-44.26,406.49
31080,-44.19,353.46
31100,-44.19,353.46
31100,-44.13,413.75
31120,-44.13,413.75
31120,-43.05,313.14
31140,-43.05,313.14
31140,-43.6,336.38
31160,-43.6,336.38
31160,-42.7,382.03
31180,-42.7,382.03
31180,-45.17,440.24
31200,-45.17,440.24
31200,-43.69,348.18
31220,-43.69,348.18
31220,-44.26,402.23
31240,-44.26,402.23
31240,-44.19,366.32
31260,-44.19,366.32
31260,-43.68,271.44
31280,-43.68,271.44
31280,-43.97,341.33
31300,-43.97,341.33
31300,-42.79,351.01
31320,-42.79,351.01
31320,-43.63,389.58
31340,-43.63,389.58
31340,-43.68,323.37
31360,-43.68,323.37
31360,-44.35,469.86
31380,-44.35,469.86
31380,-45.21,419.06
31400,-45.21,419.06
31400,-43.56,442.45
31420,-43.56,442.45
31420,-43.08,301.57
31440,-43.08,301.57
31440,-44.57,350.67
31460,-44.57,350.67
31460,-41.63,396.42
31480,-41.63,396.42
31480,-43.3,369.22
31500,-43.3,369.22
31500,-45.41,439
31520,-45.41,439
31520,-43.86,384.82
31540,-43.86,384.82
31540,-43.38,336.75
31560,-43.38,336.75
31560,-44.75,448.21
31580,-44.75,448.21
31580,-43.32,364.24
31600,-43.32,364.24
31600,-44,587.58
31620,-44,587.58
31620,-44.18,442.83
31640,-44.18,442.83
31640,-43.7,295.82
31660,-43.7,295.82
31660,-44.29,331.47
31680,-44.29,331.47
31680,-43.62,343.9
31700,-43.62,343.9
31700,-43.22,334.51
31720,-43.22,334.51
31720,-42.69,328.08
31740,-42.69,328.08
31740,-43.12,285.27
31760,-43.12,285.27
31760,-45.02,287.61
31780,-45.02,287.61
31780,-43.24,220.5
31800,-43.24,220.5
31800,-43.4,271.37
31820,-43.4,271.37
31820,-43.52,206.52
31840,-43.52,206.52
31840,-45.22,259.66
31860,-45.22,259.66
31860,-42.81,194.42
31880,-42.81,194.42
31880,-44.89,200.39
31900,-44.89,200.39
31900,-42.74,189.99
31920,-42.74,189.99
31920,-44.23,206.5
31940,-44.23,206.5
31940,-43.49,183.99
31960,-43.49,183.99
31960,-44.14,170.15
31980,-44.14,170.15
31980,-42.57,144.11
32000,-42.57,144.11
32000,-44.45,204.19
32020,-44.45,204.19
32020,-43.86,180.02
32040,-43.86,180.02
32040,-41.4,108.07
32060,-41.4,108.07
32060,-41.73,85.85
32080,-41.73,85.85
32080,-41.22,84.15
32100,-41.22,84.15
32100,-42.79,98.01
32120,-42.79,98.01
32120,-40.47,84.4
32140,-40.47,84.4
32140,-41.05,87.34
32160,-41.05,87.34
32160,-40.69,69.93
32180,-40.69,69.93
32180,-40.85,66.14
32200,-40.85,66.14
32200,-40.6,61.97
32220,-40.6,61.97
32220,-39.86,64.72
32240,-39.86,64.72
32240,-40.33,70.95
32260,-40.33,70.95
32260,-40.71,54.63
32280,-40.71,54.63
32280,-40.51,53.34
32300,-40.51,53.34
32300,-40.7,60.14
32320,-40.7,60.14
32320,-40.43,62.18
32340,-40.43,62.18
32340,-40.42,65.49
32360,-40.42,65.49
32360,-39.85,60.47
32380,-39.85,60.47
32380,-39.05,64.2
32400,-39.05,64.2
32400,-40.38,50.38
32420,-40.38,50.38
32420,-39.63,63.79
32440,-39.63,63.79
32440,-38.8,54.68
32460,-38.8,54.68
32460,-38.89,53.34
32480,-38.89,53.34
32480,-40.14,73.19
32500,-40.14,73.19
32500,-42.38,163.13
32520,-42.38,163.13
32520,-43.83,234.38
32540,-43.83,234.38
32540,-43.5,236.78
32560,-43.5,236.78
32560,-44.15,327.9
32580,-44.15,327.9
32580,-43.76,335
32600,-43.76,335
32600,-43.7,350.02
32620,-43.7,350.02
32620,-43.34,346.4
32640,-43.34,346.4
32640,-44.79,360.6
32660,-44.79,360.6
32660,-43.27,305.85
32680,-43.27,305.85
32680,-45.8,453.33
32700,-45.8,453.33
32700,-44.58,322.63
32720,-44.58,322.63
32720,-44.58,326.59
32740,-44.58,326.59
32740,-43.08,288.53
32760,-43.08,288.53
32760,-43.44,332.76
32780,-43.44,332.76
32780,-45.03,376.81
32800,-45.03,376.81
32800,-45.25,320.04
32820,-45.25,320.04
32820,-44.83,311.11
32840,-44.83,311.11
32840,-44.82,354.2
32860,-44.82,354.2
32860,-45.77,356.29
32880,-45.77,356.29
32880,-44.26,352.99
32900,-44.26,352.99
32900,-44.07,355.81
32920,-44.07,355.81
32920,-43.84,392.42
32940,-43.84,392.42
32940,-42.09,406.67
32960,-42.09,406.67
32960,-42.75,237.77
32980,-42.75,237.77
32980,-44.29,343.11
33000,-44.29,343.11
33000,-43.81,408.72
33020,-43.81,408.72
33020,-43.81,365.22
33040,-43.81,365.22
33040,-42.68,321.23
33060,-42.68,321.23
33060,-43.89,402.02
33080,-43.89,402.02
33080,-44.29,347.04
33100,-44.29,347.04
33100,-44.16,455.51
33120,-44.16,455.51
33120,-44.23,462.17
33140,-44.23,462.17
33140,-43.28,314.49
33160,-43.28,314.49
33160,-42.9,294.92
33180,-42.9,294.92
33180,-42.66,291.04
33200,-42.66,291.04
33200,-43.15,320.45
33220,-43.15,320.45
33220,-44.73,391.64
33240,-44.73,391.64
33240,-42.98,289.11
33260,-42.98,289.11
33260,-43.44,356.15
33280,-43.44,356.15
33280,-43.67,270.9
33300,-43.67,270.9
33300,-45.86,277.49
33320,-45.86,277.49
33320,-43.35,177.06
33340,-43.35,177.06
33340,-43.35,185.61
